source,review_id,user_name,review_title,review_description,review_description_en,rating,thumbs_up,review_date,review_sentiment
Google Play,db2161b2-1c6f-4a32-9bdc-cb707b7283ab,Chamus Kingkediri,,"First time experience and I love it. The pad are comfortable, cool air and everything is so clean. For a backpacker photographer like my self, it's the best offer for resting. Keep up the good service and I hope it will opened more branch in every city","First time experience and i love it. The Pad Are Comfortable, Cool Air and Everything Is So Clean. For a backpacker photographer like my self, it's the best offer for resting. Keep up the good service and i hope it will open more branch in every city",5,3,2021-11-17 16:36:53,Positif
Google Play,aa26cec7-ca2e-4f38-915c-49e675267846,Ahmad Hartaji,,"To iqbal : loba bugs yeuh, nu baleg gawe teh 😂🤣","To Iqbal: Loba Bugs Yeuh, Nu Baleg Gawe Teh 😂🤣",5,0,2021-10-13 13:03:26,Positif
Google Play,27e637c6-4085-4bf9-92b0-c37ea9fef79e,Steven Oei,,When the 3-5PM sale start. Cannot access the app at all,When the 3-5pm sale start. Cannot access the app at all,1,0,2021-10-08 15:38:20,Negatif
Google Play,293be9a1-fac5-4d96-8e21-17ec19ccb873,Rifandra Zumaryan,,"Buggy app, keep loading over and over.","Buggy App, keep loading over and over.",1,8,2021-10-08 15:32:43,Negatif
Google Play,84feece6-35f3-4cec-94fd-6f9da40a401f,merlin hutagalung,,Aplikasi lemot. Suka eror. Makjolas,Slow application. Like error. Makjolas,1,1,2021-10-01 20:00:20,Negatif
Google Play,a7e368ab-5fa8-4005-b864-daa37b81a2f5,Annu Masaki,,"bad customer service, none pick up thr phone, none reply email, apps buggy.","Bad Customer Service, None Pick Up Thr Phone, None Reply Email, Buggy Apps.",1,9,2021-10-01 12:18:47,Negatif
Google Play,83ef9201-0cd4-4580-9e3d-e6cb02529fc0,saras alfiasari,,"The experience was nice, but they did not give me complimentary vitamis as they had promised before on their voucher description. I got a problem in AC, I tried to contact the host but i got no answer.","The experience was nice, but they did not give me complimentary vitamis as they had promised before on their voucher description. I GOT A PROBLEM IN AC, I TRIED TO CONTACT THE HOST BUT I GOT NO Answer.",3,10,2021-09-30 16:09:01,Netral
Google Play,d9df5f9d-d910-468c-b180-46af8695e1b9,Nisfia Hanifah,,Always something wrong -_-,Always something wrong -_-,1,0,2021-09-29 10:59:36,Negatif
Google Play,19bb6717-ab98-4c0a-bbef-70c2cc8ed47b,Immanuel,,"Bobobox keren banget, pegawainya super ramah, kamarnya keren jugaa, dari awal mau nginep ga ribet ngurusnya, sampe check in terus check out nya selalu gampang. Kerennya lagi kemaren sempet ketinggalan dompet dan langsung dihubungin sama pegawainya buat pengambilan dompet nya. Keren bobobox. Recommended bangettt","Bobobox is really cool, the employees are super friendly, the rooms are cool too, from the beginning want to stay not complicated to take care of it, until checking in and then check out is always easy. Cool again yesterday I missed the wallet and immediately contacted the employees for taking his wallet. Cool Bobobox. Recommended",5,0,2021-09-28 13:40:18,Positif
Google Play,1ae136e6-d288-4d6e-be77-fed584141673,Shabrina Nisa,,"Please fix the bug.. muncul terus tulisan ""something went wrong"" 😑 dan ga muncul apapun saat search penginapannya","Please fix the bug ... keep on the words ""Something Went Wrong"" and doesn't appear anything when searching for lodging",2,0,2021-09-28 8:16:16,Negatif
Google Play,c241333c-88a7-498b-8448-292b627871cd,Sausa Jodypati,,malesin harus login berulang ulang,lazy must login repeatedly,2,0,2021-09-27 21:28:30,Negatif
Google Play,5f4edbdd-7580-400c-884f-09d7e955e0c2,Timotius Wusman,,Cannot register,Cannot register,1,0,2021-09-14 7:53:36,Negatif
Google Play,39cd47cf-6f60-4240-91fc-418e55a14ba8,Iqbal Ramadhani,,"buka branch bobobox di bogor dong. bogor kota dekat kebun raya sama di puncak gitu. oh ya, payment nya tolong ditambahin lagi ya kayak akulaku atau paylater sejenisnya gitu. terima kasih.","Open the Bobobox branch in Bogor. Bogor city near the same botanical garden at the top. Oh yeah, please add the payment again like my akulaku or the like that like that. Thank You.",5,0,2021-08-27 22:44:58,Positif
Google Play,0f32ee62-9eb7-490d-9aeb-477d90a6e114,Josh Smith,,App is alright but your pricing is still much higher than competition.,App is Alright but your pricing is still much higher than competition.,4,0,2021-08-27 22:08:56,Negatif
Google Play,446a9bb0-84f2-406f-9d72-00e15ab98502,Indera B,,gak bisa create account. problem pas pengisian no hp,can't create account. PROBLEM PAS FILLING HP NO,1,5,2021-07-05 12:00:24,Negatif
Google Play,aba7c32a-a35b-4200-91cc-5e203bfa406f,Ika Puspita,,"Can not register, it's written email has been used or phone number has been used.","Can not register, it's written email has been used or phone number has been used.",1,2,2021-07-01 13:43:06,Negatif
Google Play,df55a54a-5355-462f-ab0a-8c86956b2945,Nur Yadhi,,"Lokasi di dekat stasiun tapi jam checkin ga bisa flexibel. Harus jam 2??? New concept, old style management.","The location is near the station but the checkin clock can't flexibel. Must be 2 o'clock ??? New Concept, Old Style Management.",1,0,2021-06-21 9:47:53,Negatif
Google Play,7b736881-bed0-40c3-a3f8-754eeaa95018,Raden Roro Fenesia M.,,"Bobobox yang di Solo, jl. Slamet Riyadi jauh lebih baik dari yang di jogja. Kalau bobobox di solo semua pelayanannya saya katakan tergolong profesional khususnya resepsionis. Begitu datang lgsg dapat kamar. Kalau di jogja beuhh sebel gue, resepsionis mahal senyum dan cuek (pake masker rantai emas) dan harus antri lamaaaa masuk buat regist. Padahal di solo ga kayak gini. Maaf ya bintang 1 buat bobobox jogja semoga bisa memperbaiki SDM dalam bekerja memberikan layanan jasa (jogja).","Bobobox in Solo, Jl. Slamet Riyadi is far better than the one in Jogja. For Bobobox in Solo, I said that I am classified as a professional, especially the receptionist. Once you come LGG can get a room. If in Jogja, I was resentful, an expensive receptionist smiled and was ignorant (wearing a gold chain mask) and had to queue for a long time to enter for the regist. Even though in Solo it's not like this. Sorry, 1 Star for Bobobox Jogja, hopefully can improve human resources in working to provide services (Jogja).",1,1,2021-06-09 14:05:42,Negatif
Google Play,05304352-6683-4b50-868a-b75a4e2e0df1,hari sutioso,,please make your customer safety and privacy better,Please make your customer safety and privacy better,3,0,2021-05-17 16:04:11,Netral
Google Play,9e472fbd-e4fe-4ebf-a7ce-d0cab339d774,maria ludovika,,Bagus app nya. Serta konsep hotel nya keren,Good app. And the hotel concept is cool,5,0,2021-05-12 8:41:43,Positif
Google Play,e1b1dd8a-6baf-4b02-8fe7-b3dde4c57c1e,Donna S. A.,,Easy to use,Easy to use,5,0,2021-05-04 22:27:11,Positif
Google Play,47805775-a9ae-4c83-b540-23a8638f8b61,Almira Refriani,,Tombol matiin lampunya gak berfungsi dan akan lebih bagus kalau ada history kita udah pernah nginep di bobobox mana aja dan berapa kali,The lights turn off the lights but will not function and it will be better if there is a history we've stayed at Bobobox anywhere and how many times,3,0,2021-05-04 7:43:22,Netral
Google Play,694db77d-5f83-40ff-a9c4-73de0afb3b3a,Ahmad HP,,Aplikasinya jelek. Payment error terus,The application is bad. Payment error continues,1,0,2021-05-03 21:21:21,Negatif
Google Play,66e8c60a-eb67-4896-a498-dc75f1b58873,Ihwan ID,,"Best Affordable Hotel. Aplikasi canggih, bisa buka pintu, ganti warna lampu dan putar musik di dalam pod 👍 Semoga semakin banyak product bobobox di seluruh Indonesia 🤗","Best Affordable Hotel. Sophisticated application, can open the door, change the color of the lights and play the music in the pod 👍 hopefully more and more bobobox products throughout Indonesia 🤗",5,0,2021-05-02 17:45:36,Positif
Google Play,e284ecc1-ce4f-4afc-b8d7-6bffb33463e9,Kartika Rhina,,Mantap djiwaaaa,Great djiwaaaa,5,0,2021-05-01 9:43:58,Positif
Google Play,da18b955-6727-42ee-8de8-743dfc77c350,Reyhan Naufal Hakim,,Kena error malformed auth header terus,Error Malmed Ath Header Continue,1,0,2021-04-30 4:20:43,Negatif
Google Play,e0bb2caa-4c30-4000-ae17-88c81cab7d52,Zhorif Maulana,,Bug when you want to create a new account (new user) message: malf auth header,Bug when you want to create a new account (new user) Message: Malf Auth Header,1,21,2021-04-29 19:38:38,Negatif
Google Play,13de3182-afef-44cd-ae89-d0973702c555,yudhono arie,,Nyaman dan aman,Comfortable and safe,5,0,2021-04-29 17:43:42,Positif
Google Play,d9d8499e-0c6b-4587-877c-7b3db0854dbc,Restu Satria Pradana,,Ini kenapa ya pas mau login & reset password error trs?,Why is this when you want to login & reset the error password?,1,0,2021-04-29 9:14:05,Negatif
Google Play,8813cb03-94d4-4ae3-b3f2-44cc6bf6594d,Farrel Ravi,,Good job,Good job,5,0,2021-04-27 17:17:59,Positif
Google Play,8469a9b8-ee94-4336-83d1-b25b8811e1f4,Rizki abdullah,,Akan lebih baik jika disediakan tv dan earphone agar gak boring,It would be better if provided TV and earphones so as not to boring,5,0,2021-04-14 17:11:05,Positif
Google Play,e09e11d3-e741-416c-ba97-1821bc261eba,Wilson Polem,,Wow,Wow,5,0,2021-04-04 9:03:36,Positif
Google Play,cb8189d4-eb4d-4923-a1f3-f351be510127,Widi Icha,,just needed to give are spaces to take a rest. so please make customer can reserve for half a day 0nlY,Just need to give are spaces to take a rest. so please make customer can reserve for half a day 0nly,4,2,2021-04-01 12:10:58,Negatif
Google Play,c3969e73-e248-47d8-9d7d-46fca0bafb97,Farel Silitonga,,"Mau daftar ,kode verifikasi ga ada yg masuk ke email Gimana ini ?","Want to register, no verification code goes to email?",5,0,2021-03-29 17:33:19,Positif
Google Play,172b1766-6ed8-4395-9842-adb4935ef3b2,Syspro MF,,History jasa sewa dan harganya perlu dtambahkn k dlm apps,History of rental services and the price needs to be added to the apps,4,0,2021-03-29 12:40:15,Negatif
Google Play,81320b1e-b3af-45cd-aa6f-6535ff4ca904,fathur rachman,,Nice appss,Nice APPSS,5,0,2021-03-17 21:19:41,Positif
Google Play,fda11b93-9f50-4fa1-90b3-374dd67b5492,Alif Alfiyudin,,Very good,Very good,5,0,2021-03-17 9:09:38,Positif
Google Play,bfdc086b-0c90-4892-90ca-24f182a99de7,Firyal Safira,,So excited to knew this place💚,So excited to know this place💚,5,0,2021-03-11 16:03:05,Positif
Google Play,b95ee885-6c3b-4c75-94ea-92cb0258b05a,XI PlayGround,,"Min, adain Widget di Android untuk control basic pods nya dong.. Sama switch lamp di app bobobox nya gk fungsi min untuk matiin nya. Kalau nyala, ngefek. _________________________________ | | | | | BTN..Lock Door | | QR-.-CODE | | | |BTN Switch Lamp| | | | _________________________________","Min, there is a widget on Android for the Basic Pods Control, please ... the same switch lamp in the Bobobox app is not a function to turn off it. If it goes on, effect. ________________________________ | | | | BTN..LOCK DOOR | | QR -.- Code | | | | BTN SWITCH LAMP | | | | ________________________________",4,17,2021-03-08 20:09:38,Negatif
Google Play,6ff412c8-5b5d-4e5b-9c29-ba572634c244,Yongki A.Setiawan,,Ciamix,Ciamix,5,0,2021-02-24 15:36:41,Positif
Google Play,360b6cd7-4087-4769-9c76-607da0cb073e,Adelia Nur Prastiwi,,"Langsung UNINSTALL, yg prefer untuk nginep/transit dengan suasana homie udh paling bener pake reddorz/room me/zen room dsb. Peraturan nginep nya ribet nyari kesalahan cust nya bisa bgt akhirnya dikenain charge 50. Mending gausah install buang2 kuota","Uninstall directly, the prefer for staying/transit with the homie atmosphere is the most correct using Reddorz/Room Me/Zen Room etc. The rules of staying are complicated to find the custom mistakes, can finally be charged with charge 50. It's better not to install the quota",1,0,2021-02-24 8:46:20,Negatif
Google Play,524d81a1-3e84-4cdd-a171-ed12919d8c78,De Dawn,,"Harusnya ada option yg 6 jam atau 8 jam gt deh.. Krna kadang2 orng pengen check in pagi, just to wait 4 something.. Because its too long to go home.. U know the Jakarta traffic is bad","There should be an option that is 6 hours or 8 hours gt ... because sometimes you want to check in morning, just to wait 4 something .. because it's too long to go home .. u know the jakarta traffic is bad",4,26,2021-02-23 8:42:04,Negatif
Google Play,1efbba98-67fc-475f-b1bf-e7f87ced1222,feri arisyanto,,Okelah buat masalah otp udah teratasi...tpi aku kasih bintang 4 dulu ya...karena masih agak triggered sama yg kemaren,"Okay, for the OTP problem, I have been resolved ... but I will give you a 4 star first ... because it's still a bit triggered with the one yesterday",4,0,2021-02-06 23:23:40,Negatif
Google Play,2cfd5bbf-b0b3-4c25-8b75-7e602fee9638,Annisa Putri S,,Amazing!,Amazing!,5,0,2021-02-02 22:04:50,Positif
Google Play,4bdbb325-1fca-46b9-9df5-abb7b0463bbb,Cheviany Chavella,,gabisa sign up appnya,can't sign up the app,1,0,2021-02-01 16:43:12,Negatif
Google Play,4879e437-2d31-4d2f-99be-a5a192637cd7,Arif Kurniawan,,"Keren ada mushola nya, cocok untuk wisata halal","Cool there is a mosque, suitable for halal tourism",5,0,2021-01-02 9:37:56,Positif
Google Play,fd943a16-0c36-4c7b-aee2-b351eedbdb23,Mr. Hungrio,,"HEY! what's the big idea erasing my criticism if you can't take it?! As i said, my access token expired, DESPITE ME NOT EVEN REGISTERING *ONCE* dagnamit fix this issue or i'll persistently post and post and post! Edit; Been waiting 3 days now and no response from their side, gosh, what's wrong with their Customer Service department? Got no way to sweet talk to me?","Hey! What's the big idea easing my criticism if you can take it?! As I Said, My Access to Token Expired, Despite Me Not Even Register * Once * Dagnamit Fix This Issue or I'll Persistently Post and Post and Post! Edit; Been waiting 3 days now and no response from their side, gosh, what's wrong with their customer service department? Got no way to sweet talk to me?",5,13,2020-12-13 15:07:44,Positif
Google Play,18f0b559-136f-40dc-a045-c76a8c8ae111,Kezia Krisan,,Aplikasinya lemot,The application is slow,2,0,2020-12-12 22:53:57,Negatif
Google Play,edec1b99-210c-428c-adae-18418099df0d,Rahmat Maulana,,bad no respon wkwk flassale niat kasih promo ga,bad no response wkwk flasale intention to love promos ga,1,0,2020-12-12 20:59:25,Negatif
Google Play,e5de5867-f4ca-4959-aa6d-0903a358cc0c,Alpine J Pribadhy,,"Puas banget di sini. Murah, bersih, bagus, karyawannya ramah semua.","Very satisfied here. Cheap, clean, good, all employees are friendly.",5,0,2020-12-08 8:34:00,Positif
Google Play,f67bdda1-ef7a-47f6-a0fe-f4e99fe9ddb3,Fajar Falahiat,,"First time using Bobobox and I love it! As a tech savvy, I really enjoy how futuristic this is. Earth pod is so comfy and the bathroom is overkill for its price. Ez recommendation to friends who travel on budget","First time using bobobox and i love it! As a tech savvy, I really enjoy how to futuristic this is. Earth pod is so comfy and the bathroom is overkill for its price. EZ recommendation to friends who travel on budget",5,11,2020-12-01 7:15:39,Positif
Google Play,f24f5062-2634-45df-b220-89b11b8716c5,Nugroho RF,,Ga bisa register,Can't register,1,0,2020-11-28 8:27:30,Negatif
Google Play,e9a90174-e392-4e10-8e29-d35329e9c0e7,Thomas Sudibya,,Terima kasih buat host yng melyani saya malm ini yang bernama margo adi dr host bobobox kebayoran baru sudah bantu untuk mereservasi tinggl sy di bobobox hingga menggantarkn saya ke pods saya. Thnk you,Thank you for the host that melyani me this malm named Margo Adi Dr. Host Bobobox Kebayoran Baru has helped to preserve my high in Bobobox to take me to my pods. You know,5,1,2020-11-25 23:20:43,Positif
Google Play,00bf85c6-7103-4311-9391-ce67fe4bc03c,Akbar Vickramsyah,,can bobobox check-in after 10pm?,Can Bobobox Check-in After 10pm?,5,0,2020-11-14 9:05:46,Positif
Google Play,a8a33b46-259d-4792-939a-014b94911995,Melati Laras,,"Hi Bobobox, I can't register and it always shows ""Malformed auth header"" everytime I tap on ""Register"". What happen? Please help n fix it, thank you.","Hi Bobobox, I Can't Register And It Always Shows ""Malmed Auth Header"" Everytime I Tap On ""Register"". What happened? Please help n fix it, thank you.",2,4,2020-10-18 16:17:15,Negatif
Google Play,2f71eaa7-4c4a-4d3f-9fc3-d2f9edd4e39d,Venny Rizka,,"parah bobobox kebayoran mobil gw di parkir ngga ada security nya , gimana bisa mastiin nginep disini aman !! gw longstay tidur gw jadi ngga tenang mikirin keamanan mobil gw .","Bad Bobobox Kebayoran, my car in parking isn't there, there is no security, how can you stay safe here safe !! I slept my sleep so I didn't calm down my car's security.",1,0,2020-10-11 20:52:35,Negatif
Google Play,bbf31436-e1b5-4e33-94cc-a5ea8e2b6e0b,Yudistira Harun,,Gabisa sign in apa apaan,Can't sign in what,1,0,2020-10-05 17:46:54,Negatif
Google Play,05a42dcc-052f-4aa1-94ed-303e90370bba,Maulina Imani,,"Pertama kali install aplikasi ini bagus sih, tapi pas Saya mau reset password gagal terus :(","The first time installing this application is good, but when I want to reset the password, it fails :(",2,0,2020-10-02 21:59:57,Negatif
Google Play,19aee161-7d9d-439a-86d6-d102da77cc2b,Achmad Dahlan Daulay,,"Cheap price, futuristic, this is the hotel of the future where everything is digital. Really good, staff is really nice.","Cheap Price, Futuristic, This is the Hotel of the Future where everything is digital. Really good, staff is really nice.",5,8,2020-09-26 14:11:29,Positif
Google Play,c87a056d-4863-43d2-9482-69093610e973,Miranda Putri,,"hotel kapsul yang sangat amat nyaman, cara booking nya pun mudah tidak sulit","Capsule Hotels that are very very comfortable, how to booking it is not easy",4,0,2020-09-20 11:22:25,Negatif
Google Play,9f88b1cc-0215-46a3-bdc1-040213f3cbe3,Alvin Khair,,"Really love the product, the app is seamless and i love the ui","Really love the product, the app is seamless and i love the ui",5,3,2020-09-18 20:33:52,Positif
Google Play,34b042b1-7729-44b6-b675-e6f159ad13bb,Hiralious,,"Bobobox ini keren banget, selain harga menginap nya yang affordable, aplikasi bobobox punya ini juga futuristic and easy to use. Ga ribet sama sekali. Prosesnya sangat cepat dr mulai booking sampe kita menginap di dalam. Untuk fasilitas dan pelayanan hotel nya juga ramah dan oke banget. Sukses terus bobobox ! 🖤","Bobobox is really cool, besides the price of its affordable stay, the Bobobox application has this is also futuristic and easy to use. Not complicated at all. The process is very fast from starting to book until we stay overnight. The hotel facilities and services are also friendly and very good. Success continues to Bobobox! 🖤",5,0,2020-09-12 22:04:36,Positif
Google Play,9bb06ca0-dacd-46e9-9494-beb6c697f91f,Christian Bintoro,,Gila habis update malah notifnya destruktif,Crazy after update even the notification is destructive,2,1,2020-09-09 20:14:50,Negatif
Google Play,0782d5ba-71f0-4206-a952-a3ffc51751ea,Inay Trisni,,Good and helpfully app for looking good and affordable places to stay,Good and Helpfully App for Looking Good and Affordable Places to Stay,5,1,2020-09-09 17:43:08,Positif
Google Play,32a140a6-68c8-4f1c-83da-07934f3cfbbf,Wildan Fawzi,,"Appsnya user friendly tampilannya enak, hotel di tiap kotanya juga selalu di prime location","The apps user friendly looks good, hotels in each city are also always in prime location",5,1,2020-09-09 13:36:55,Positif
Google Play,1a59fb10-a450-4afa-bab4-5a0072328c5b,stevani,,Sesuka itu sm bobobox,"As you like, Bobobox",5,1,2020-09-09 1:22:25,Positif
Google Play,91f323e6-962f-4fce-920f-e8993b9842b5,Mrs. Irawan,,Very convenient and affordable accomodation for budget travellers.,Very convenient and affordable accomodation for budget travelers.,5,1,2020-09-03 13:33:28,Positif
Google Play,a1922ea5-3c19-4815-aeb8-821337d82965,Charisma Surya,,"Ga nyesel nginap di bobobox, harganya affordable tapi kualitas penginapannya oke banget ga nyangka aja 😍, dan yg pastinya tempat penginapannya ada di prime location mau cari makan atau tempat nongkrong dan shopping. Oke banget dah 😎👍","I don't regret staying in Bobobox, the price is affordable but the quality of the inn is really okay 😍, and certainly the place of lodging is in Prime Location want to find food or hangout and shopping. Okay really 😎👍",5,1,2020-09-02 17:26:35,Positif
Google Play,f20a6886-e391-4b9d-8ccd-8891180dc10c,Gumilar Dhakira,,Harga murah. Tempat enak. Aplikasi nya simple bgt dan ga ribet. Nice. 👍👍,Cheap price. A good place. The application is very simple and not complicated. Nice. 👍👍,5,1,2020-09-01 11:30:12,Positif
Google Play,7056e3c7-c058-475a-bf89-215bea85ed09,Muhammad Fitrian,,"Oke pake banget, affordable place to stay","Okay really use, affordable place to stay",5,1,2020-08-29 19:57:26,Positif
Google Play,160f7233-fc87-4676-bdfa-b1f26433e3ae,A S,,User friendly for this app and affordable stay for capsule hotel.,User friendly for this app and affordable stay for capsule hotels.,5,1,2020-08-29 19:35:39,Positif
Google Play,d5adca75-6b25-4248-b827-615b7245a236,Adi Blackhat,,Tampilan UI yang easy to use,Easy to use UI display,5,1,2020-08-29 18:55:54,Positif
Google Play,00a19801-2a7c-4b1c-9d44-b0df0747878c,muhammad iqbal,,"Aplikasi tidak mengirimkan OTP saat register menggunakan nomor hp. Saat register menggunakan e-mail, aplikasi infokan error.","The application does not send OTP when registering using a cellphone number. When registering uses e-mail, infokan error application.",1,0,2020-08-29 10:00:43,Negatif
Google Play,1b4e26a7-020d-4f3f-9de6-5fcb37eed140,Azalea Primanda,,Bobobox itself give me a good choices for stay with affordable price. Their app even so superb. It's easy to use and very user friendly. Great experience in stay with seamless technology,Bobobox It itself give me a good choices for stay with affordable price. Their app even so superb. It's easy to use and very user friendly. Great Experience in Stay With Seamless Technology,5,12,2020-08-28 0:18:01,Positif
Google Play,2c704272-d556-4f26-b87c-1c984ca961c0,Mohammad gilang Santika,,"Good job for the team, its seems they very serious to build seamless hotel experience, one of the affordable pods hotel i can find in jakarta, and bandung","Good job for the team, its seems they very serious to build seamless hotel experience, one of the affordable pods hotel i can find in jakarta, and bandung",5,5,2020-08-27 10:37:57,Positif
Google Play,a5b883ed-3fd5-4023-b8eb-7fcadb098a63,Sri Rumondang Simanjuntak,,"Canggih, instagramable, affordable, nyaman bobo di pod nya dan pelayanannya jg ramah bgt.","Sophisticated, instagramable, affordable, comfortable bobo on the POD and the service is also very friendly.",5,2,2020-08-26 14:38:30,Positif
Google Play,7c17e7cd-4714-48f1-8381-70b9a605b5c1,novy amalia,,Affordable! Booking experience so seamless! So helpful and being my favourite accommodation for travelling and business trip!,Affordable! Booking Experience So Seamless! So Helpful and Being My Favorite Accommodation for Traveling and Business Trip!,5,4,2020-08-26 14:25:48,Positif
Google Play,3e0f7c35-7413-4412-aad4-0b0c79993f5d,Fega Budisatria,,Seamless and easy to use. Keep improving.,Seamless and easy to use. Keep improving.,5,3,2020-08-25 19:06:45,Positif
Google Play,b445058e-3fe1-49ef-bb33-a37dcf6aa2f6,rifky widian,,- affordable - convenient - prime location,- Affordable - Convenient - Prime Location,5,3,2020-08-25 18:36:08,Positif
Google Play,469dfe38-04ea-47dd-a032-ec2d2c068134,Shafira Amalia Hidayat,,"The sleeping experience i got from Bobobox is extraordinary. They provide a convenient way to check in, check out and room access, all with just ONE QR code via the app. Everything you need is literally in your hands. One of the best budget hotels out there. Incredible!","The Sleeping Experience I Got From Bobobox Is Extraordinary. They provide a convenient way to check in, check out and room access, all with just one qr code via the app. Everything you need is literally in your hands. One of the best budget hotels out there. Incredible!",5,7,2020-08-25 16:38:43,Positif
Google Play,90c9cd9c-03ad-4f83-bd8e-cba10e316547,Alfian P,,"Keren banget baru kali ini nginep di hotel kapsul canggih pake smartphone hahah, dan gk pengap seperti yg dibayangkan besar apalagi yg double, luas dan AC sangat adem cuy... Cobain deh.. Dijamin gak nyesel","It's really cool this is the first time staying at a sophisticated capsule hotel using a smartphone hahah, and it doesn't stuffy as imagined, especially the double, spacious and the air conditioner is very cool ... try it ... guaranteed not to regret it",5,2,2020-08-25 14:47:18,Positif
Google Play,042b910c-0836-40be-9640-7a8926d23999,Peri Kecil,,"Selain harganya murah dan instagramable, bobobox punya app yang canggih. Dan aku bisa ubah"" lampu hanya dalam satu genggaman. Pelayanan juga oke. Cute deh sukaa. Recommend banget ini ❤️","Besides the cheap and instagramable prices, Bobobox has a sophisticated app. And I can change ""the lights are only in one grip. The service is also okay. Cute like this. Recommended this ❤️",5,1,2020-08-24 20:21:30,Positif
Google Play,58b1d520-2755-481e-981b-b325779c4949,Zhofira Almalika,,"Dengan harga yang murah bisa dapet kamar yang nyaman banget, semuanya serba bersih, mulai dari checkin sampai checkout pun mudah banget, resepsionis dan housekeepernya pun ramah. Buka pintunya gak ribet, cukup scan qrcode yang di appsnya pintunya bisa kebuka. Posisi hotelnya enak banget, mau makan deket, mau nongkrong sama temen temen juga udah disediain tempatnya. Recommended bangett dehh","With a cheap price, you can get a very comfortable room, everything is completely clean, ranging from checking to checkout, the receptionist and housekeeper are friendly. Open the door is not complicated, just scan the QRCode whose door can be opened. The position of the hotel is really good, want to eat close, want to hang out with my friends has also been provided with the place. Really recommended",5,4,2020-08-24 19:13:10,Positif
Google Play,f945dbbd-8c2d-4a34-877e-6d38024a4607,Cordova,,"Well done. The booking experience is seamless!–another additional points, please add some POIs section which, in advance, could add more information value for us, the users!","Well done. The Booking Experience is seamless! -Another additional points, please add some point section which, in advance, could add more information value for us, the users!",5,10,2020-08-24 14:32:42,Positif
Google Play,6ee808de-5073-4974-869e-c8fa38b7d224,Iqbal Fauzi,,"Asli nyaman hotel kapsulnya, lucunya bisa ganti"" warna lampu kamarnya lewat app di hp juga. Harganya terjangkau banget lagi. Terbaik.","Original comfortable hotel capsules, the funny thing is to replace ""the color of the room lights through the app on the cellphone as well. The price is very affordable again.",5,3,2020-08-24 11:47:01,Positif
Google Play,da70bfb1-5a7e-4391-a0c6-2072e39f224f,Ginanjar R.,,Best affordable hotel capsule in bandung,Best Affordable Hotel Capsule in Bandung,5,8,2020-08-24 11:31:14,Positif
Google Play,b135cdb1-5371-48a5-9d4d-2e6ff2f5d5a7,Farisa Fauziah Azzahra,,Bagusss instagramable dan pelayanannya oke,Goodstagramable and the service is okay,5,19,2020-08-24 10:47:16,Positif
Google Play,9a2b091a-3b7f-41f9-a208-040fbedf5a95,Citra Wulansari,,Tiap buka aplikasinya disuruh update mulu lama lagi updatenya☹️,Every opening the application is told to update the update for a long time.,3,0,2020-08-11 11:04:42,Netral
Google Play,38f9b361-b18d-4a6d-9cc4-6ba37664f8ee,Prince Rama,,Semoga dikota malang cepet ada,Hopefully in the city of Malang there is fast,5,3,2020-08-09 15:44:41,Positif
Google Play,428772d4-780e-4d2d-aa0d-0e813d001dec,Indah Aliefianti,,"receptionist nya ramah, kamarnya nyaman, kamar mandinya bersih, pas banget buat orang2 yang butuh quiet place . recomended!!!","The receptionist is friendly, the room is comfortable, the bathroom is clean, it is very fitting for people who need Quiet Place. Recommended !!!",5,4,2020-08-01 19:01:58,Positif
Google Play,b9e4f433-b167-49ea-89db-16986b04224f,Dina Riyani,,🥰🥰🥰,🥰🥰🥰,5,3,2020-07-22 16:42:46,Positif
Google Play,1e1b1a9c-1be4-4725-839c-c4372350a9bf,Ken Adi,,"If your app not ready for flash sale, please dont do flash sale.","If your app is not ready for flash sale, please dont do flash sale.",1,3,2020-06-25 20:11:16,Negatif
Google Play,06090b5d-b659-4036-a3ee-26b4a572f8a8,GLn JT,,enak nyaman,delicious comfortable,5,3,2020-06-16 17:43:51,Positif
Google Play,b1121b9a-3b34-4012-bc5d-08fbefcea483,Alvariel Sava Reynanda (Sava),,Menunggu bobobox di yogyakarta,Waiting for Bobobox in Yogyakarta,4,2,2020-06-13 21:00:47,Negatif
Google Play,9c1e4592-4f41-4b12-a59c-fe378f4656ab,Nico Demus,,Error gabisa register,Error Gabisa Register,1,3,2020-06-08 14:08:39,Negatif
Google Play,d047cc68-6085-4d72-8f10-a61b5d75799b,A Google user,,Great App,Great App,5,1,2020-04-17 12:57:16,Positif
Google Play,9f4d5652-60cf-47ca-8d98-e67fbaaead91,A Google user,,Mantap,Excellent,5,2,2020-04-04 13:14:13,Positif
Google Play,36b31f26-cc49-4de1-b351-58ba054ebf79,A Google user,,"Cant signup, login or reset password","Cant Signup, Login or Reset Password",1,2,2020-03-21 6:01:57,Negatif
Google Play,46b45594-4999-4c9f-869e-e2a11c2529d7,A Google user,,Cukup untuk yang butuh tempat untuk istirahat aja dan terjangkau,Enough for those who need a place to rest and affordable,4,0,2020-03-13 12:27:03,Negatif
Google Play,e398045c-cdf7-4a32-93ca-3f0fc55706b7,A Google user,,useful app,Useful App,5,2,2020-03-07 16:39:13,Positif
